entity_id,CategoryName,sku,name,description,shortdesc,price,link,image,Brand,Rating,CaffeineType,Count,Flavored,Seasonal,Instock,Facebook,IsKCup
358,Bunn Coffee Machines,363,Bunn Single Coffee Brewer with Portable Server Single,,The Bunn Single Coffee Brewer with Portable Server Single coffee machine is equipped with the features you expect from single cup coffee brewer by Bunn Coffee Machines.,1600.0000,http://www.coffeeforless.com/bunn-single-coffee-brewer-portable-server-single.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunnsingle.gif,Bunn,0,,,,,Yes,1,0
359,Plates,189,Diplomat 9 inch Plastic Plates 500ct,,Diplomat 9 inch Plastic Plates 500ct case keep you stocked with 500 disposable plates that perfectly meet your needs when you need Plates.,76.0000,http://www.coffeeforless.com/diplomat-9-inch-plastic-plates-500ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/9inch_plastic_plates.jpg,Diplomat,0,,500,,,Yes,1,0
360,Bunn Coffee Machines,368,Bunn CWTF15-APS Single Airpot Coffee Brewer,,The Bunn CWTF15-APS Single Airpot Coffee Brewer coffee machine provides the utility that you expect from a quality airpot coffee brewer by Bunn Coffee Machines.,900.0000,http://www.coffeeforless.com/bunn-cwtf15-aps-single-airpot-coffee-brewer.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunnairpot.gif,Bunn,0,,,,,Yes,1,0
362,Bigelow Tea,149,Bigelow's Plantation Mint Tea 28ct Box,,Bigelow's Plantation Mint Tea 28ct box allow you to brew 28 single servings of cool mint herbal tea when you steep Bigelow Tea.,5.9500,http://www.coffeeforless.com/bigelows-plantation-mint-tea-28ct-box.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/bigelows-plantation-mint-tea-28ct-box.jpg,Bigelow,0,Caffeinated,,Yes,No,Yes,1,0
363,Coffee Cups,223,8oz Styrofoam Coffee Cups 1000ct,,"8oz Styrofoam Coffee Cups 1000ct case allow you to stock your beverage service supplies with 1000 long-lasting, heat resistant Styrofoam hot beverage cups..",49.9900,http://www.coffeeforless.com/8oz-styrofoam-coffee-cups-1000ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/DART_8oz_foam.jpg,Dart,0,,1000,,,Yes,1,0
364,Flavored Coffee Beans,06-1785,Barrie House Vanilla Cream Coffee Beans 3 5lb Bags,,"The combination of Colombian coffee, vanilla cream and hazelnut make this flavored coffee and unforgettable classic. Coffee Beans, 3 5lb Bags.",129.9900,http://www.coffeeforless.com/barrie-house-vanilla-cream-3-5lb-bags-of-beans.html,http://mcdn.coffeeforless.com/media/catalog/product//b/a/barrie-house-vanilla-cream-coffee-beans-3-5lb-bags.jpg,Barrie House,5,Caffeinated,,Yes,,No,1,0
366,Flavored Coffee Beans,06-1693,Barrie House Creme Brulee Coffee Beans 3 5lb Bags,,Barrie House Creme Brulee Coffee Beans 3 5lb Bags bulk quantity brews many pots of freshly ground vanilla custard flavored coffee from Barrie House Coffee Beans.,129.9900,http://www.coffeeforless.com/barrie-house-creme-brulee-coffee-beans-3-5lb-bags.html,http://mcdn.coffeeforless.com/media/catalog/product//b/a/barrie-house-creme-brulee-coffee-beans-3-5lb-bags.jpg,Barrie House,0,Caffeinated,,Yes,No,No,1,0
367,Green Mountain K-Cup&reg; Coffee,6752C,Green Mountain Coffee Mocha Nut Fudge K-Cup&reg; Coffee 96ct Flavored,,"Green Mountain Coffee Mocha Nut Fudge K-Cup&amp;reg; Pods 96ct Flavored case infuses 96 individual servings of balanced, mild-bodied light roast coffee from Green Mountain K-Cup&amp;reg; Pods.",59.9600,http://www.coffeeforless.com/green-mountain-coffee-mocha-nut-fudge-k-cups-96ct-flavored.html,http://mcdn.coffeeforless.com/media/catalog/product//g/r/green-mountain-coffee-mocha-nut-fudge-k-cups-96ct-flavored-914.jpg,Green Mountain Coffee,5,Caffeinated,96,Yes,No,Yes,0,1
369,Plastic Utensils,170,Plastic Medium Weight Soup Spoons 1000ct,,Plastic Medium Weight Soup Spoons 1000ct supply your coffee or beverage service at home or at the office with disposable Plastic Utensils.,85.0000,http://www.coffeeforless.com/plastic-medium-weight-soup-spoons-1000ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/spoons.jpg,Sweetheart,0,,1000,,,Yes,1,0
371,Bunn Coffee Machines,366,Bunn Dual SH Soft Heat Coffee Brewer with Docking System,,The Bunn Dual SH Soft Heat Coffee Brewer with Docking System coffee machine has the utility that you expect from a quality multipot coffee brewer by Bunn Coffee Machines.,3000.0000,http://www.coffeeforless.com/bunn-dual-sh-soft-heat-coffee-brewer-docking-system.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunndualsoft.gif,Bunn,0,,,,,Yes,1,0
374,Flavored Coffee Beans,06-1740,Barrie House Hawaiian Coconut Coffee Beans 3 5lb Bags,,Barrie House Hawaiian Coconut Coffee Beans 3 5lb Bags bulk quantity makes many pots of distinctly fresh tropical coconut flavored coffee from Barrie House Coffee Beans.,129.9900,http://www.coffeeforless.com/barrie-house-hawaiian-coconut-coffee-beans-3-5lb-bags.html,http://mcdn.coffeeforless.com/media/catalog/product//b/a/barrie-house-hawaiian-coconut-coffee-beans-3-5lb-bags.jpg,Barrie House,5,Caffeinated,,Yes,No,No,1,0
375,Tetley Tea,139,Tetley's Peppermint Herbal Tea 20 Drawstring Tea Bag,,Tetley's Peppermint Herbal Tea 20 Drawstring Tea Bag box allow you to prepare 20 single cups of cool mint herbal tea when you make Tetley's Tea.,5.5000,http://www.coffeeforless.com/tetley-s-peppermint-herbal-tea-20-drawstring-tea-bag.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/intro/tetley_peppermint.gif,Tetley,,Caffeine Free,,Yes,No,No,1,0
378,Plates,188,Diplomat 6 inch Plastic Plates 1000ct,,Diplomat 6 inch Plastic Plates 1000ct case keep you stocked with 1000 disposable plates that perfectly meet your needs when you need Plates.,72.9900,http://www.coffeeforless.com/diplomat-6-inch-plastic-plates-1000ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/6inch_plastic_plates.jpg,Diplomat,0,,1000,,,Yes,1,0
382,Tazo Tea,153961,Tazo China Green Tips Tea 24ct Box,,"Tazo China Green Tips Tea 24ct box allow you to prepare 24 single cups of light, earthy green tea when you make Tazo Tea.",6.5000,http://www.coffeeforless.com/tazo-china-green-tips-tea-24ct-box.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/tazo-china-green-tips-tea-24ct-box.jpg,Tazo,5,Caffeinated,,No,No,Yes,1,0
384,Bunn Coffee Machines,354,Bunn CWTF 4/2 Twin 12 Cup Automatic Coffee Brewer with 6 Warmers,,The Bunn CWTF 4/2 Twin 12 Cup Automatic Coffee Brewer with 6 Warmers is equipped with the features you expect from automatic coffee brewer by Bunn Coffee Machines.,1650.0000,http://www.coffeeforless.com/bunn-cwtf-4-2-twin-12-cup-automatic-coffee-brewer-6-warmers.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunn4or6pot.gif,Bunn,0,,,,,Yes,1,0
386,Plastic Utensils,167,Medium Weight Plastic Knives 1000ct,,Medium Weight Plastic Knives 1000ct supply your coffee or beverage service at home or at the office with disposable Plastic Utensils.,25.0000,http://www.coffeeforless.com/medium-weight-plastic-knives-1000ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/Knives.jpg,Sweetheart,0,,1000,,,Yes,1,0
389,Tissues,196,Surpass Facial Tissue 30 Boxes,,"Surpass Facial Tissue 30 Boxes are a great deal when supplying your home, office, or business with essential supplies like Surpass Tissues.",53.9500,http://www.coffeeforless.com/surpass-facial-tissue-30-boxes.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/surpass-facial-tissue-30-boxes.jpg,Surpass,0,,30,,,Yes,1,0
393,Bunn Coffee Machines,382,Bunn A10A 10-Cup Automatic or Pourover Coffee Brewer,,The Bunn A10A 10-Cup Automatic or Pourover Coffee Brewer coffee machine provides the utility you expect from pourover coffee brewer by Bunn Coffee Machines.,400.0000,http://www.coffeeforless.com/bunn-a10a-10-cup-automatic-or-pourover-coffee-brewer.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunna10.gif,Bunn,0,,,,,No,1,0
394,Bunn Coffee Machines,359,Bunn RL 12 Cup BUNN Pour-Omatic Coffee Brewer with 5 Warmers,,The Bunn RL 12 Cup BUNN Pour-Omatic Coffee Brewer with 5 Warmers coffee machine has the utility you expect from pourover coffee brewer by Bunn Coffee Machines.,1150.0000,http://www.coffeeforless.com/bunn-rl-12-cup-bunn-pour-omatic-coffee-brewer-5-warmers.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunn5potsteel.gif,Bunn,0,,,,,Yes,1,0
396,Bigelow Tea,150,Bigelow's Raspberry Royale Tea 28ct,,Bigelow's Raspberry Royale Tea 28ct box allow you to make 28 individual servings of sweet berry fruit tea when you serve Bigelow Tea.,5.9500,http://www.coffeeforless.com/bigelows-raspberry-royale-tea-28ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/bigelows-raspberry-royale-tea-28ct.jpg,Bigelow,5,Caffeinated,,Yes,No,No,1,0
397,Flavored Coffee Beans,06-1655,Barrie House Chocolate Raspberry Cream Coffee Beans 3 5lb Bags,,Barrie House Chocolate Raspberry Cream Coffee Beans 3 5lb Bags bulk quantity makes many pots of distinctly fresh berry flavored coffee from Barrie House Coffee Beans.,129.9900,http://www.coffeeforless.com/barrie-house-chocolate-raspberry-cream-coffee-beans-3-5lb-bags.html,http://mcdn.coffeeforless.com/media/catalog/product//b/a/barrie-house-chocolate-raspberry-cream-coffee-beans-3-5lb-bags.jpg,Barrie House,0,Caffeinated,,Yes,No,No,1,0
399,Green Mountain K-Cup&reg; Coffee,6694C,Green Mountain Coffee French Roast K-Cup&reg; Coffee 96ct Dark,,"Green Mountain Coffee French Roast K-Cup&amp;reg; Pods 96ct Dark case makes 96 individual servings of full-roasted, smoky dark roast coffee from Green Mountain K-Cup&amp;reg; Pods.",59.9600,http://www.coffeeforless.com/green-mountain-coffee-french-roast-k-cups-96ct-dark.html,http://mcdn.coffeeforless.com/media/catalog/product//g/r/green-mountain-coffee-french-roast-k-cups-96ct-dark-914.jpg,Green Mountain Coffee,5,Caffeinated,96,No,No,Yes,0,1
403,Bigelow Tea,156,Bigelow's Cranberry Apple Herbal Caffeine Free Tea 28ct,,Bigelow's Cranberry Apple Herbal Caffeine Free Tea 28ct box allow you to make 28 individual servings of fruity herbal tea when you serve Bigelow Tea.,5.9500,http://www.coffeeforless.com/bigelows-cranberry-apple-herbal-caffeine-free-tea-28ct.html,http://mcdn.coffeeforless.com/media/catalog/product//b/i/bigelow-cranberry-apple-tea-bags.png,Bigelow,5,Caffeine Free,,Yes,No,Yes,1,0
404,Bigelow Tea,166,Bigelow's Constant Comment Decaf Tea 20ct,,"Bigelow's Constant Comment Decaf Tea 20ct box allow you to prepare 20 single cups of flavorful, complicated blended tea when you make Bigelow Tea.",5.9500,http://www.coffeeforless.com/bigelows-constant-comment-decaf-tea-20ct.html,http://mcdn.coffeeforless.com/media/catalog/product//b/i/bigelow-constant-comment-decaf-tea-bags.jpg,Bigelow,0,Decaffeinated,,Yes,No,No,1,0
407,Bigelow Tea,153,Bigelow's Darjeeling Tea 28ct,,"Bigelow's Darjeeling Tea 28ct box allow you to make 28 individual servings of spiced, sweet black tea when you serve Bigelow Tea.",5.9500,http://www.coffeeforless.com/bigelow-s-darjeeling-tea-28ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/bigelows-darjeeling-tea-28ct.jpg,Bigelow,4,Caffeinated,,No,No,Yes,1,0
408,Celestial Seasonings Tea,124,Celestial Seasonings Peppermint Caffeine Free Tea 25ct,,Celestial Seasonings Peppermint Caffeine Free 25ct box allow you to prepare 25 single cups of cool mint herbal tea when you make Celestial Seasonings Tea.,5.9500,http://www.coffeeforless.com/celestial-seasonings-peppermint-caffeine-free-25ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/celestial-seasonings-peppermint-caffeine-free-tea-bags-25ct.jpg,Celestial Seasonings,5,Caffeine Free,,Yes,No,Yes,1,0
409,Flavored Coffee Beans,06-1754,Barrie House Orange Cappuccino Coffee Beans 3 5lb Bags,,"Barrie House Orange Cappuccino Coffee Beans 3 5lb Bags bulk quantity produces many pots of delicious, aromatic specialty coffee from Barrie House Coffee Beans.",129.9900,http://www.coffeeforless.com/barrie-house-orange-cappuccino-coffee-beans-3-5lb-bags.html,http://mcdn.coffeeforless.com/media/catalog/product//b/a/barrie-house-orange-cappuccino-coffee-beans-3-5lb-bags.jpg,Barrie House,,Caffeinated,,Yes,No,No,1,0
411,Flavored Ground Coffee,85-101-1-24,Barrie House Hazelnut Ground Coffee 24 1.75oz Bags,,Barrie House Hazelnut Ground Coffee 24 1.75oz Bags enable you to produce mug after mug of hazelnut flavored coffee from Barrie House Ground Coffee.,29.9900,http://www.coffeeforless.com/barrie-house-hazelnut-creme-de-noisette-ground-coffee-24-1-75oz-bags.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/barrie-house-hazelnut-creme-de-noisette-ground-coffee-24-1-75oz-bags.jpg,Barrie House,5,Caffeinated,24,Yes,No,Yes,1,0
412,Straws,180,7 3/4 inch Wrapped Flexible Plastic Drinking Straws 1600ct,,7 3/4 inch Wrapped Flexible Plastic Drinking Straws 1600ct supply your coffee or beverage service at home or at the office with disposable Straws.,79.9900,http://www.coffeeforless.com/7-3-4-inch-wrapped-flexible-plastic-drinking-straws-1600ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/7_34_straws.jpg,Generic,0,,1600,,,Yes,1,0
413,Sweetener,25810940,Equal Packets 500ct,,Equal Packets 500ct box allows you enjoy the sweetening power of 500 individual servings of sugar-free packet-packaged Equal Sweetener.,23.5000,http://www.coffeeforless.com/equal-packets-500ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/equal-packets-500ct.jpg,Equal,5,,500,,,Yes,1,0
417,Celestial Seasonings Tea,121,Celestial Seasonings Mandarin Orange Spice Caffeine Free Tea 25ct,,"Celestial Seasonings Mandarin Orange Spice Caffeine Free 25ct box allow you to steep 25 individual cups of sweet, citric herbal tea from Celestial Seasonings Tea.",5.9500,http://www.coffeeforless.com/celestial-seasonings-mandarin-orange-spice-caffeine-free-25ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/intro/mandarin-orange-spice-med.jpg,Celestial Seasonings,5,Decaffeinated,,Yes,No,Yes,1,0
418,Tazo Tea,399,Tazo Darjeeling Tea 24ct Box,,"Tazo Darjeeling Tea 24ct box allow you to brew 24 single servings of sweet, spicy black tea when you steep Tazo Tea.",6.5000,http://www.coffeeforless.com/tazo-darjeeling-tea-24ct-box.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/tazo-darjeeling-tea-24ct-box.jpg,Tazo,4,Caffeinated,,No,No,No,1,0
419,Green Mountain K-Cup&reg; Coffee,6003C,Green Mountain Coffee Colombian Fair Trade Select K-Cup&reg; Coffee 96ct,,"Green Mountain Coffee Colombian Fair Trade Select K-Cup&amp;reg; Pods 96ct case infuses 96 individual servings of full-roasted, smoky dark roast coffee from Green Mountain K-Cup&amp;reg; Pods.",59.9600,http://www.coffeeforless.com/green-mountain-coffee-colombian-fair-trade-select-k-cups-96ct.html,http://mcdn.coffeeforless.com/media/catalog/product//g/r/green-mountain-coffee-colombian-fair-trade-select-k-cups-96ct-914.jpg,Green Mountain Coffee,5,Caffeinated,96,No,No,Yes,0,1
420,Flavored Coffee Beans,06-1765,Barrie House Super Chocolate Supreme Ground Coffee 3 5lb Bags,,Barrie House Super Chocolate Supreme Ground Coffee 3 5lb Bags allow you to make cup after cup of decadent chocolate flavored coffee from Barrie House Ground Coffee.,129.9900,http://www.coffeeforless.com/barrie-house-super-chocolate-supreme-ground-coffee-3-5lb-bags.html,http://mcdn.coffeeforless.com/media/catalog/product//b/a/barrie-house-super-chocolate-supreme-ground-coffee-3-5lb-bags.jpg,Barrie House,0,Caffeinated,,Yes,No,No,1,0
424,Coffee Cups,226,14oz Styrofoam Coffee Cups 1000ct,,"14oz Styrofoam Coffee Cups 1000ct case allow you to stock your beverage service supplies with 1000 long-lasting, heat resistant Styrofoam hot beverage cups..",75.0000,http://www.coffeeforless.com/14oz-styrofoam-coffee-cups-1000ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/DART_14oz_foam.jpg,Dart,0,,1000,,,Yes,1,0
425,Home Page Carousel 1,4060C,Green Mountain Coffee Fair Trade Organic Sumatran Reserve K-Cup&reg; Coffee 96ct Extra Bold,,"Green Mountain Coffee Fair Trade Organic Sumatran Reserve K-Cup&amp;reg; Pods 96ct Extra Bold case provides a full-roasted, smoky dark roast coffee from Green Mountain K-Cup&amp;reg; Pods.",59.9600,http://www.coffeeforless.com/green-mountain-coffee-fair-trade-organic-sumatran-reserve-k-cups-96ct-extra-bold.html,http://mcdn.coffeeforless.com/media/catalog/product//g/r/green-mountain-coffee-fair-trade-organic-sumatran-reserve-k-cups-96ct-extra-bold-914.jpg,Green Mountain Coffee,5,Caffeinated,96,No,No,Yes,0,1
426,Millstone Ground Coffee,71,Millstone Coffee Breakfast Blend Ground Coffee 24 1.75oz Bags,,Millstone Coffee Breakfast Blend Ground Coffee 24 1.75oz Bags make it possible to make cup after cup of delicious blended roast coffee from Millstone Ground Coffee.,44.9500,http://www.coffeeforless.com/millstone-coffee-breakfast-blend-ground-coffee-24-1-75oz-bags.html,http://mcdn.coffeeforless.com/media/catalog/product//m/i/millstone-breakfast-blend-coffee-beans_1.png,Millstone,5,Caffeinated,24,No,No,No,1,0
429,Coffee Cup Lids,231,12oz Lids for Styrofoam Cups 1000ct,,12oz Lids for Styrofoam Cups 1000ct case supply your beverage service at home or at the office with 1000 single Styrofoam quality Coffee Cup Lids.,25.0000,http://www.coffeeforless.com/12oz-lids-for-styrofoam-cups-1000ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/lift_n_lock.jpg,Dart,0,,1000,,,Yes,1,0
431,No Sugar Added Hot Chocolate,5000053774,Nestle's No Sugar Added Hot Chocolate Mix 30 Packets,,Nestle's No Sugar Added Hot Chocolate Mix 30 Packets per box prepare 30 individual servings of no sugar added chocolate instant hot cocoa from Nestle Hot Chocolate.,10.9900,http://www.coffeeforless.com/nestles-no-sugar-added-hot-chocolate-mix-30-packets.html,http://mcdn.coffeeforless.com/media/catalog/product//n/e/nestle-no-sugar-added-hot-chocolate-packets-30-ct.png,Nestle,5,,30,,,No,1,0
435,Bunn Coffee Machines,380,Bunn VP17-3 Low Profile Pourover Coffee Brewer with 3 Warmers,,The Bunn VP17-3 Low Profile Pourover Coffee Brewer with 3 Warmers is equipped with the features you expect from pourover coffee brewer by Bunn Coffee Machines.,420.0000,http://www.coffeeforless.com/bunn-vp17-3-low-profile-pourover-coffee-brewer-3-warmers.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunnpourover32.gif,Bunn,0,,,,,Yes,1,0
436,Plastic Utensils,174,Knives Heavy weight 100ct,,Knives Heavy weight 100ct supply your coffee or beverage service at home or at the office with disposable knives and other Plastic Utensils.,8.5000,http://www.coffeeforless.com/knives-heavy-weight-100ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/Knives.jpg,Sweetheart,0,,100,,,Yes,1,0
437,Green Mountain Ground Coffee,22,Green Mountain Coffee French Vanilla Ground Coffee 24 2.2oz Bags,,Green Mountain Coffee French Vanilla Ground Coffee 24 2.2oz Bags make mug after mug of sweet vanilla flavored coffee from Green Mountain Ground Coffee.,43.0000,http://www.coffeeforless.com/green-mountain-coffee-french-vanilla-ground-coffee-24-2-2oz-bags.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/intro/frac_box.jpg,Green Mountain Coffee,4,Caffeinated,24,Yes,No,No,1,0
438,Tetley Tea,145,Tetley's Orange Spice Black Tea 20 Drawstring Tea Bag,,"Tetley's Orange Spice Black Tea 20 Drawstring Tea Bag box allow you to steep 20 individual cups of robust, floral black tea when you prepare Tetley's Tea.",5.5000,http://www.coffeeforless.com/tetley-s-orange-spice-black-tea-20-drawstring-tea-bag.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/intro/tetley_orangespice.gif,Tetley,5,Caffeinated,,Yes,No,No,1,0
440,Bunn Coffee Machines,371,Bunn CWTF Twin APS Airpot Coffee Brewer,,The Bunn CWTF Twin APS Airpot Coffee Brewer coffee machine provides the options that you expect from a quality airpot coffee brewer by Bunn Coffee Machines.,1600.0000,http://www.coffeeforless.com/bunn-cwtf-twin-aps-airpot-coffee-brewer.html,http://mcdn.coffeeforless.com/media/catalog/product/images/uploads/main/bunnairpotdual.gif,Bunn,0,,,,,Yes,1,0
441,Bigelow Tea,159,Bigelow's Sweet Dreams Herbal Caffeine Free Tea 28ct,,"Bigelow's Sweet Dreams Herbal Caffeine Free Tea 28ct box allow you to steep 28 individual cups of sweet, soporific herbal tea when you prepare Bigelow Tea.",5.9500,http://www.coffeeforless.com/bigelows-sweet-dreams-herbal-caffeine-free-tea-28ct.html,http://mcdn.coffeeforless.com/media/catalog/product/images/coffeepods/bigelows-sweet-dreams-herbal-caffeine-free-tea-28ct.jpg,Bigelow,4,Caffeine Free,,Yes,No,Yes,1,0
